Well ID,WellName,ENVOperator,County,ENVInterval,CompletionDate,LL,Total Fluid,Total Proppant,Well Spacing,"Fluid, bbl/ft","Proppant, lb/ft",ppg,Oil EUR,Gas EUR,"Isopach, ft",Eff Porosity,Sw,TVD,FVF
42-173376420000,CLARK 1G 1HJ,OVINTIV,GLASSCOCK,WOLFCAMP A,1/2/2018,8355,434524,18502066,,52,2214,1,122,,287.7,0.061,0.220828048,7889.7,1.6
42-329418480000,RIO PEDERNALES 23-34 UNIT 2 271,ENDEAVOR,MIDLAND,WOLFCAMP B,6/30/2018,7631,320030,12260868,,41.9,1607,0.9,521,,198.2,0.072,0.237212918,9554.7,1.5
42-227392310000,SLEDGE UNIT 06-07 2SH,SURGE OPERATING,HOWARD,LOWER SPRABERRY,3/4/2018,7006,267985,13214115,,38.3,1886,1.2,319,2052,300.3,0.073,0.229757148,7503.1,1.6
42-329419230000,LYNCH A HZ 35HM,APACHE,MIDLAND,WOLFCAMP B,4/15/2018,7265,378568,13123043,,52.1,1806,0.8,1062,5578,137.9,0.077,0.08142154,9811.6,1.5
42-227392410000,WRIGHT UNIT B 44-41 5AH,SURGE OPERATING,HOWARD,WOLFCAMP A,12/15/2017,6921,247575,14661154,,35.8,2118,1.4,456,866,274,0.068,0.235415054,8113.8,1.6
42-227392420000,WRIGHT UNIT B 44-41 6AH,SURGE OPERATING,HOWARD,WOLFCAMP A,12/15/2017,6921,248597,14657140,,35.9,2118,1.4,456,837,277.5,0.069,0.240270949,8127.9,1.6
42-173377120000,TOM-CORSON 41D 4H,PIONEER,GLASSCOCK,WOLFCAMP A,8/2/2018,10172,463601,26406534,,45.6,2596,1.4,,,271.1,0.077,0.13849945,8415.9,1.6
42-329419830000,SOA SCHARBAUER SE 0073LS,CHEVRON,MIDLAND,LOWER SPRABERRY,7/25/2018,10264,482373,20990190,,47,2045,1,1032,2680,315.8,0.052,0.189819444,9195.1,1.5
42-173377290000,CALVERLEY 37-36 8H,CONOCOPHILLIPS,GLASSCOCK,WOLFCAMP B,9/11/2019,9560,379742,0,,39.7,0,0,190,3571,241.5,0.068,0.319622365,8833.5,1.6
42-227392900000,REED 1 C 2LS,DIAMONDBACK,HOWARD,LOWER SPRABERRY,6/21/2018,10311,415144,16425427,,40.3,1593,0.9,317,1246,361.8,0.057,0.184897261,7960.4,1.6
42-317410750000,MIMS 32H 3307BH,EXXON,MARTIN,WOLFCAMP B,9/9/2018,10203,553465,25670905,,54.2,2516,1.1,680,3110,214.5,0.082,0.33716394,8917,2
42-317410980000,AMOCO-BLANCHE 'A' 2-28 241,ENDEAVOR,MARTIN,WOLFCAMP B,4/30/2018,10216,401472,16330071,,39.3,1598,1,455,685,202.6,0.082,0.347099267,9293.6,2
42-317411410000,KINGSFIELD D 08WA,DIAMONDBACK,MARTIN,WOLFCAMP A,5/28/2018,7498,246751,13607008,,32.9,1815,1.3,425,1014,241.3,0.061,0.23627873,9330.8,2
42-227393780000,GUNNER 03-39 1SH,LAREDO,HOWARD,LOWER SPRABERRY,2/12/2018,9663,535938,17334429,,55.5,1794,0.8,468,156,292.2,0.059,0.23783289,7252.4,1.6
42-329421450000,LHS RANCH 27-21 ALLOCATION 2101 2101BH,EXXON,MIDLAND,WOLFCAMP B,1/29/2018,7654,442516,13278021,,57.8,1735,0.7,268,2526,256.1,0.07,0.324597501,9544.4,1.5
42-227394000000,MAYO SN 48-37 06 106H,DIAMONDBACK,HOWARD,WOLFCAMP A,7/4/2018,7022,326431,11130555,,46.5,1585,0.8,518,617,282.3,0.063,0.092688431,8333.4,1.6
42-173377860000,HARRIS-COOK 60 106HA,"VENCER ENERGY, LLC",GLASSCOCK,WOLFCAMP A,10/13/2018,10032,384391,15620529,,38.3,1557,1,144,729,448,0.07,0.149858692,8559.6,1.6
42-461407510000,LATZEL 3946 E 5HM,APACHE,UPTON,WOLFCAMP B,7/3/2018,7744,474116,12932356,,61.2,1670,0.7,514,4210,234.8,0.088,0.245474379,9529.8,1.5
42-329422550000,WINDHAM 11X 13HE,OVINTIV,MIDLAND,LOWER SPRABERRY,7/3/2018,8572,395022,17321028,,46.1,2021,1,125,,395.3,0.059,0.224147852,8828.1,1.5
42-383401210000,TEXACO-PARISH UNIT 3 2HU,BTA,REAGAN,WOLFCAMP A,10/16/2018,8180,402073,20042246,,49.2,2450,1.2,167,1005,339,0.068,0.114430828,7217.3,1.5
42-329421690000,PRESTON W13C 3H,PIONEER,MIDLAND,WOLFCAMP C,11/3/2018,9872,546483,16954504,,55.4,1717,0.7,442,3266,425.9,0.052,0.65577998,9457,1.5
42-173378460000,RILEY R 1807 3WB,DIAMONDBACK,GLASSCOCK,WOLFCAMP B,11/28/2018,10506,0,0,,,,,360,2599,291.2,0.065,0.396663897,8576.7,1.6
42-317413550000,FLO B 14DN,DIAMONDBACK,MARTIN,DEAN,2/24/2019,12540,422447,23128165,,33.7,1844,1.3,304,1373,244.6,0.048,0.510317155,9130.7,2
42-461408010000,PEGASUS FIELD UNIT 3 1416LH,CONOCOPHILLIPS,UPTON,LOWER SPRABERRY,1/18/2019,12983,609623,25917688,,47,1996,1,371,3713,405.1,0.059,0.22212,8862.8,1.5
42-329424250000,MARION V. BENGE ESTATE A15 2503MH,CONOCOPHILLIPS,MIDLAND,MIDDLE SPRABERRY,5/20/2019,10390,409247,20838055,,39.4,2006,1.2,721,1852,338,0.079,0.097491779,8348.3,1.5
42-329424270000,KENDRA-AMANDA PSA 5 33MS,CALLON,MIDLAND,MIDDLE SPRABERRY,1/26/2019,7998,409699,12319461,,51.2,1540,0.7,335,813,274.5,0.079,0.189901533,8712.8,1.5
42-227395080000,GIBSON UNIT A 28-21 7AH,CALLON,HOWARD,WOLFCAMP A,8/19/2018,9349,378821,16940206,,40.5,1812,1.1,714,603,177.7,0.077,0.198242191,8151,1.6
42-173378620000,BARBEE B 47-38 (ALLOC-C) 3NM,LAREDO,GLASSCOCK,WOLFCAMP A,9/25/2018,10226,566513,18520502,,55.4,1811,0.8,135,5229,272.5,0.047,0.114904674,7504.5,1.6
42-317414010000,SHAW 13-8 281,ENDEAVOR,MARTIN,WOLFCAMP A,10/6/2018,9599,415752,15581770,,43.3,1623,0.9,795,836,258.9,0.078,0.176054229,8717.4,2
42-329424610000,MARION V. BENGE ESTATE A16 2504MH,CONOCOPHILLIPS,MIDLAND,MIDDLE SPRABERRY,5/9/2019,10304,456151,19730535,,44.3,1915,1,639,1661,340.8,0.079,0.096065319,8350.2,1.5
42-383402240000,DRIVER E28Q 117H,PIONEER,REAGAN,WOLFCAMP B,8/16/2019,9952,519895,16943434,,52.2,1703,0.8,369,1989,262.4,0.089,0.483846825,10017.6,1.5
42-461408190000,BROOK D-E4B 102H,PIONEER,UPTON,WOLFCAMP B,11/1/2018,7062,330863,20999498,,46.9,2974,1.5,520,713,278.1,0.072,0.312823191,9376.9,1.5
42-329424980000,GOLLADAY 2HB,"MURCHISON OIL AND GAS, LLC",MIDLAND,WOLFCAMP B,10/2/2018,6687,459175,13390476,,68.7,2002,0.7,297,395,186.1,0.087,0.428443529,9469.9,1.5
42-383384010000,"ROCKER ""B"" 38H",PIONEER,REAGAN,WOLFCAMP B,12/1/2013,6842,208204,7992894,,30.4,1168,0.9,202,2314,313.6,0.068,0.2452549,7019.4,1.5
42-329395050000,ST-ST S E 4401WA,DIAMONDBACK,MIDLAND,WOLFCAMP A,5/16/2016,11116,496040,14084389,,44.6,1267,0.7,314,361,272.9,0.065,0.104550409,9514.3,1.7
42-173373130000,TARGET G 3901WB,DIAMONDBACK,GLASSCOCK,WOLFCAMP B,8/9/2017,10051,396039,9192452,,39.4,915,0.6,502,1460,242.3,0.074,0.342730516,8754.6,1.6
42-173375160000,WOODY 3-46 3H,CONOCOPHILLIPS,GLASSCOCK,WOLFCAMP A,8/13/2017,7735,289187,14037190,,37.4,1815,1.2,289,1030,273.3,0.082,0.126479032,8409.2,1.6
42-317405070000,SCHARBAUER RANCH 2143H,PIONEER,MARTIN,LOWER SPRABERRY,8/10/2017,7688,357511,13329423,,46.5,1734,0.9,268,353,385.7,0.07,0.20523797,9338.8,1.4
42-329402590000,PRESTON 36G 7H,PIONEER,MIDLAND,WOLFCAMP A,6/11/2017,6608,315759,11568702,,47.8,1751,0.9,208,603,323.6,0.087,0.092762737,8976.6,1.7
42-329412120000,SHACKELFORD E40A 101H,PIONEER,MIDLAND,WOLFCAMP B,10/22/2020,10181,533835,20378198,,52.4,2002,0.9,,,103.5,0.098,0.385536062,9211.5,1.5
42-329412760000,PRESTON 18H 8H,PIONEER,MIDLAND,WOLFCAMP A,2/26/2018,10022,494741,20496151,,49.4,2045,1,527,2479,282.2,0.079,0.131258194,8983,1.5
42-383393360000,UNIVERSITY EAST 4325EH,RRP OPERATING LLC,REAGAN,WOLFCAMP B,5/3/2015,7697,235779,14786200,,30.6,1921,1.5,57,933,349.2,0.058,0.283021559,7298.9,1.5
42-173372480000,DANIEL SN 7-6 UNIT 504H,DIAMONDBACK,GLASSCOCK,LOWER SPRABERRY,11/6/2015,9897,0,0,,,,,458,1963,463.5,0.048,0.232065611,7505.5,1.6
42-317402160000,SALE RANCH 14B 2H,PIONEER,MARTIN,WOLFCAMP B,3/14/2016,12904,534608,17922198,,41.4,1389,0.8,891,2971,183.1,0.058,0.265099504,9413.9,1.4
42-173372130000,ZANT 4714AH,EXXON,GLASSCOCK,WOLFCAMP A,4/19/2016,4502,111461,10083418,,24.8,2240,2.2,481,1295,291.2,0.078,0.124018138,8437.1,1.6
42-461399440000,ZAIN 26 12H,PIONEER,UPTON,WOLFCAMP B,5/5/2015,4699,180096,7879558,,38.3,1677,1,254,1143,414.3,0.081,0.300931394,9690.5,1.5
42-461405220000,CLYDEAN 02WB,SUMMIT PETROLEUM,UPTON,WOLFCAMP B,9/28/2017,9872,457660,18624445,,46.4,1887,1,358,,237.2,0.042,0.049796499,9245.6,1.5
42-135434880000,PARKS BELL HZ UNIT 4025H,CONOCOPHILLIPS,ECTOR,JO MILL,9/15/2018,7315,275947,14223647,,37.7,1944,1.2,473,,262.8,0.062,0.131452265,8950.8,1.6
42-329415170000,PEGASUS FIELD UNIT 3 1008BH,CONOCOPHILLIPS,MIDLAND,WOLFCAMP A,2/20/2018,10606,503005,21627906,,47.4,2039,1,316,4474,357,0.053,0.084670514,9541,1.5
42-317406860000,WALKER 14-11 (ALLOC-1NH) 1UA,DIAMONDBACK,MARTIN,WOLFCAMP A,9/21/2017,7441,461540,15506161,,62,2084,0.8,337,593,217.7,0.066,0.193145369,9052.6,2
42-383398300000,UNIVERSITY 11 RE 931HS,FDL,REAGAN,WOLFCAMP A,11/17/2017,9556,210219,17254231,,22,1806,2,,,344.5,0.057,0.203658941,7305.7,1.5
42-329416870000,WAFFLE IRON H230WB,PERMIAN DEEP ROCK OIL,MIDLAND,WOLFCAMP B,7/28/2018,7580,338723,13908556,,44.7,1835,1,320,1399,145.6,0.089,0.163495433,9601.4,1.5
42-317408170000,HOLT RANCH 3-13 (ALLOC-2SH) 2UL,DIAMONDBACK,MARTIN,LOWER SPRABERRY,1/23/2018,7866,401959,15623001,,51.1,1986,0.9,359,708,398.6,0.063,0.192198162,9295,2
42-317408720000,LUMBERGH 2565WB,SM ENERGY,MARTIN,WOLFCAMP B,1/22/2018,10630,640267,19334216,,60.2,1819,0.7,,,262.9,0.077,0.370105578,8435.1,2
42-329417260000,SOA SCHARBAUER SE 0014LS,CHEVRON,MIDLAND,LOWER SPRABERRY,6/22/2018,8890,466145,18313370,,52.4,2060,0.9,551,883,323.7,0.06,0.270609426,9229.1,1.5
42-317408530000,ACT D 06BU,DIAMONDBACK,MARTIN,WOLFCAMP B,2/28/2018,9495,320753,17032829,,33.8,1794,1.3,120,439,182,0.067,0.287615277,9498.1,2
42-173376220000,ZANT-HURT-BLALOCK UNIT 1 4824SH,EXXON,GLASSCOCK,LOWER SPRABERRY,5/14/2019,10581,557629,14476586,,52.7,1368,0.6,210,3687,480.2,0.062,0.248916982,8002.2,1.6
42-383399140000,CHRISTY-HALFF 15L 112H,PIONEER,REAGAN,WOLFCAMP B,1/31/2018,7202,522708,18132535,,72.6,2518,0.8,498,799,263.2,0.065,0.28749763,9074.6,1.5
42-227392790000,OPEN UNIT A3 3AH,CALLON,HOWARD,WOLFCAMP A,12/21/2017,9146,560763,0,,61.3,0,0,299,362,380.4,0.069,0.211885901,7613.5,1.6
42-383399970000,DIVIDE-SCOTT B 1481LS,DISCOVERY,REAGAN,WOLFCAMP A,2/15/2018,10566,352357,19957495,,33.3,1889,1.4,541,1938,343.2,0.071,0.161998788,7212.4,1.5
42-329419000000,HAMMAN 45 7LS,EARTHSTONE,MIDLAND,LOWER SPRABERRY,5/16/2018,6885,343221,17625152,,49.9,2560,1.2,365,393,466.6,0.063,0.234227379,8852,1.5
42-461403000000,ZAIN 26 4214H,PIONEER,UPTON,WOLFCAMP A,7/20/2016,5086,278489,9347618,,54.8,1838,0.8,332,1041,322.4,0.082,0.045578589,9277.5,1.5
42-461403290000,CVX (SA) C 3301LS,SM ENERGY,UPTON,LOWER SPRABERRY,8/1/2016,7818,440440,14569569,,56.3,1864,0.8,383,,439.7,0.06,0.282381906,9151.4,1.5
42-383387250000,TSRH UNIT 28N 1HM,EARTHSTONE,REAGAN,WOLFCAMP B,11/17/2014,7697,245728,11911141,,31.9,1548,1.2,145,1765,340.1,0.068,0.22227614,7603,1.5
42-383385680000,"ROCKER B ""67"" 1263NH",DISCOVERY,REAGAN,WOLFCAMP B,5/29/2014,7640,215001,8867779,,28.1,1161,1,138,1024,365,0.067,0.268774869,7410.9,1.5
42-461394450000,UNIVERSITY 178B 18H,PIONEER,UPTON,WOLFCAMP A,3/3/2015,9484,215292,9443950,,22.7,996,1,221,503,355.1,0.065,0.14726692,8355.3,1.5
42-135432670000,RATLIFF A 2006LS,CONOCOPHILLIPS,ECTOR,LOWER SPRABERRY,10/1/2015,7762,397905,11096432,,51.3,1430,0.7,742,425,284.2,0.072,0.224932259,9181,1.6
42-227382510000,SHIELDS UNIT A 3102WA,OCCIDENTAL,HOWARD,WOLFCAMP A,8/13/2015,9340,361719,12297675,,38.7,1317,0.8,547,461,418.9,0.09,0.11701612,7737.1,1.6
42-383395620000,BLOXOM A RE 1 193 32HA,FDL,REAGAN,WOLFCAMP B,6/27/2016,10241,249784,19004860,,24.4,1856,1.8,223,,321.8,0.069,0.242589205,7189.2,1.5
42-329387900000,ST W 4305H,DIAMONDBACK,MIDLAND,WOLFCAMP B,1/31/2014,7471,442314,11236287,,59.2,1504,0.6,205,774,89.1,0.051,0.428129414,9895.7,1.7
42-173366950000,J.E. COX 32-29 (ALLOC-C) 3NL,LAREDO,GLASSCOCK,WOLFCAMP C,5/10/2015,6951,226836,7725411,,32.6,1111,0.8,88,,770.7,0.051,0.54837479,8851.7,1.6
42-461341130001,ZINN 9501H,ENDEAVOR,UPTON,WOLFCAMP B,6/13/2013,9104,193179,6573356,,21.2,722,0.8,194,,0,0,0,9415.4,1.5
42-227388160000,FULLER C 3SH,LEGACY,HOWARD,LOWER SPRABERRY,2/14/2017,10298,416814,16763175,,40.5,1628,1,385,687,244.7,0.098,0.184057602,7149.3,1.6
42-227389310000,HORTON B 2223 1HA,CROWNQUEST,HOWARD,WOLFCAMP A,7/3/2017,9671,424308,18002651,,43.9,1862,1,175,343,310.1,0.063,0.144277939,7763.2,1.6
42-329411130000,ARTEMIS 42/06 D 4228H,CHEVRON,MIDLAND,WOLFCAMP A,11/27/2016,7722,353567,15597733,,45.8,2020,1.1,281,602,359,0.051,0.094722672,9571.3,1.5
42-329407590000,MIDLAND 'AV' FEE 11HA,CHEVRON,MIDLAND,WOLFCAMP A,11/22/2016,4742,145962,6243568,,30.8,1317,1,188,512,345,0.069,0.133040524,9299.3,1.5
42-317403880000,RAYMOND GLASSCOCK 5G 7H,PIONEER,MARTIN,WOLFCAMP A,11/23/2016,9797,487149,14483362,,49.7,1478,0.7,508,1023,243.7,0.06,0.218355367,9205.4,1.4
42-317405410000,MCMURRY-CRIM 10 201HL,"VENCER ENERGY, LLC",MARTIN,LOWER SPRABERRY,4/15/2017,7450,245955,8948451,,33,1201,0.9,731,1209,364.8,0.059,0.287360382,8229.5,1.4
42-383397310000,UNIVERSITY CENTRAL 0810BH,RRP OPERATING LLC,REAGAN,WOLFCAMP A,1/22/2017,10228,456644,20470571,,44.6,2001,1.1,444,321,320.4,0.059,0.093742652,7869.1,1.5
42-173378560000,HOUSTON-WELLS W47B 2H,PIONEER,GLASSCOCK,WOLFCAMP B,2/14/2020,12872,539513,21872007,,41.9,1699,1,348,,207.4,0.074,0.266053409,8891.7,1.6
42-329423990000,MIDKIFF 1N 14H,PIONEER,MIDLAND,WOLFCAMP A,3/1/2019,10022,487227,17261443,,48.6,1722,0.8,677,3945,300.4,0.089,0.072212593,8899.1,1.5
42-329424700000,SPANISH TRAIL 48 HZ UNIT 4824WA,CONOCOPHILLIPS,MIDLAND,WOLFCAMP A,12/17/2018,7274,294571,13282884,,40.5,1826,1.1,269,424,294.7,0.051,0.097409201,9515,1.5
42-461408620000,POWELL 33A 2HJ,OVINTIV,UPTON,WOLFCAMP A,10/20/2018,10379,482253,20214464,,46.5,1948,1,240,793,328.8,0.07,0.067584974,9301.1,1.5
42-461408630000,POWELL 33A 3HM,OVINTIV,UPTON,WOLFCAMP B,10/20/2018,10359,482374,20231149,,46.6,1953,1,232,787,218.2,0.071,0.136863996,9593.7,1.5
42-329426230000,"PARKS, ROY 308BH",CONOCOPHILLIPS,MIDLAND,WOLFCAMP B,5/20/2020,10202,515183,21038885,,50.5,2062,1,,,147.8,0.061,0.053205636,9865,1.5
42-173379320000,SEM WEST 14-23 A 101WA,DIAMONDBACK,GLASSCOCK,WOLFCAMP A,3/14/2019,10347,0,0,,,,,300,1406,361.3,0.074,0.202833496,8125.3,1.6
42-383403140000,SUGG-B- 1347MA,LAREDO,REAGAN,WOLFCAMP B,1/8/2019,10400,483327,14725819,,46.5,1416,0.7,173,2388,341.4,0.054,0.259750274,7502,1.5
42-383403110000,UNIVERSITY 09C 0102WC,SEQUITUR,REAGAN,WOLFCAMP B,3/24/2019,10567,486003,26496915,,46,2508,1.3,605,944,303.4,0.056,0.323891673,8669.1,1.5
42-227396850000,GARRETT-SNELL UNIT A 25-36 1AH,SURGE OPERATING,HOWARD,WOLFCAMP A,4/20/2019,9491,370835,20715961,,39.1,2183,1.3,496,631,316.5,0.088,0.151679687,7803.8,1.6
42-317415790000,OPIE TAYLOR 2225LS,SM ENERGY,MARTIN,LOWER SPRABERRY,4/8/2019,9352,534121,19370096,,57.1,2071,0.9,671,395,323.6,0.066,0.245597218,7645.8,2
42-317415860000,HNE 249N 1201HF,OVINTIV,MARTIN,LOWER SPRABERRY,11/21/2018,8139,0,15841970,,,,,567,487,390.5,0.071,0.192492218,9456.5,2
42-329426320000,CASS-ERNEST E20M 13H,PIONEER,MIDLAND,WOLFCAMP B,2/11/2019,7662,406419,13233408,,53,1727,0.8,378,569,177.5,0.082,0.134284106,9792.2,1.5
42-329427270000,TXL 9 UNIT 1 0444SH,EXXON,MIDLAND,LOWER SPRABERRY,5/1/2019,10344,489453,14585734,,47.3,1410,0.7,,,481.6,0.061,0.206102489,8684.5,1.5
42-317416740000,DUPREE B 14WA,DIAMONDBACK,MARTIN,WOLFCAMP A,7/11/2019,9907,332125,17862226,,33.5,1803,1.3,451,1491,221.4,0.054,0.18430405,9336.2,1.6
42-317416640000,"JOHNSON, TED 105H",CONOCOPHILLIPS,MARTIN,LOWER SPRABERRY,6/18/2019,9599,401714,19063344,,41.8,1986,1.1,383,1197,371.1,0.061,0.237659051,9047.3,1.6
42-329427920000,ARTEMIS 42/06 B 0043LS,CHEVRON,MIDLAND,LOWER SPRABERRY,11/1/2019,7820,291504,11748176,,37.3,1502,1,248,,353,0.045,0.151618353,9030.5,1.5
42-317417410000,EPLEY-GLASSCOCK W8A 1H,PIONEER,MARTIN,WOLFCAMP B,6/7/2019,10037,392184,17060816,,39.1,1700,1,630,1490,207.4,0.057,0.279419366,9352.8,1.6
42-383403670000,HOLT 112-110 (ALLOC-B) S023MA,LAREDO,REAGAN,WOLFCAMP B,2/18/2019,12988,753329,23090177,,58,1778,0.7,137,1414,341.5,0.052,0.255353637,7485.9,1.5
42-329428410000,HALEY JF M3 1002BH,CONOCOPHILLIPS,MIDLAND,WOLFCAMP A,8/20/2019,9933,494165,17433381,,49.7,1755,0.8,215,1099,351,0.037,0.096506035,9614.9,1.5
42-329428860000,TXL 20 UNIT 1 2912AH,EXXON,MIDLAND,WOLFCAMP A,8/6/2019,10352,667704,15785255,,64.5,1525,0.6,328,2481,361.5,0.079,0.087385116,9463.7,1.5
42-329428530000,ARTEMIS 42/06 Z 0054LS,CHEVRON,MIDLAND,LOWER SPRABERRY,10/28/2019,7923,298724,12183320,,37.7,1538,1,275,702,364.8,0.046,0.157248689,8828.6,1.5
42-317418300000,STRAIN 20 UNIT 1 & 2 2015AH,EXXON,MARTIN,WOLFCAMP A,12/4/2018,10354,624593,17820706,,60.3,1721,0.7,400,1518,272,0.059,0.186013553,8614.5,1.6
42-317419170000,SCHARBAUER 204HL,"VENCER ENERGY, LLC",MARTIN,LOWER SPRABERRY,11/8/2019,10879,392233,16766343,,36.1,1541,1,214,352,408.6,0.06,0.216309649,9269.8,1.6
42-003479410000,MABEE DDA D11 2906SH,CONOCOPHILLIPS,ANDREWS,LOWER SPRABERRY,9/25/2019,10509,440243,21111463,,41.9,2009,1.1,658,1141,324,0.05,0.170519508,9302.4,1.6
42-329429840000,MID-STATES WEST UNIT 37-5 4A,EARTHSTONE,MIDLAND,WOLFCAMP A,9/25/2019,9913,383834,25162428,,38.7,2538,1.6,487,2573,306.1,0.062,0.126917451,9255.9,1.5
42-329429330000,ARICK-STOUT 36M 13H,PIONEER,MIDLAND,WOLFCAMP B,10/4/2019,8672,456058,14807805,,52.6,1708,0.8,379,,253.1,0.066,0.11236492,9695.3,1.5
42-329430180000,BRADFORD TRUST A UNIT 1 0304BH,EXXON,MIDLAND,WOLFCAMP B,1/31/2020,7653,363579,12987315,,47.5,1697,0.9,552,1797,191.4,0.068,0.258275208,9706.4,1.5
42-227399480000,MONTY THE AZTEC 42-43 A 1WB,BIRCH OPERATIONS,HOWARD,WOLFCAMP A,11/14/2019,7077,447538,19574695,,63.2,2766,1,272,2011,295.2,0.066,0.082887927,8171.6,1.6
42-329430090000,"HUTT, DONALD L.'C' 3679H",PIONEER,MIDLAND,LOWER SPRABERRY,10/24/2019,7582,280897,14095385,,37,1859,1.2,442,630,550.1,0.048,0.166632438,8428.3,1.5
42-227399890000,CLARICE STARLING 0941WA,SM ENERGY,HOWARD,WOLFCAMP A,7/11/2019,10462,523945,19501672,,50.1,1864,0.9,584,815,353.7,0.055,0.107845602,7156.7,1.6
42-383405200000,SECTION 235-220 ALLOC 07 17HA,FDL,REAGAN,WOLFCAMP B,9/23/2019,10177,514650,25526501,,50.6,2508,1.2,235,1469,341.1,0.068,0.255177095,7070,1.5
42-329431220000,BAUMANN E16M 113H,PIONEER,MIDLAND,WOLFCAMP A,4/20/2020,7622,371747,15347715,,48.8,2014,1,310,444,255.5,0.07,0.115099807,9334,1.5
42-329430700000,SHACKELFORD W39C 3H,PIONEER,MIDLAND,WOLFCAMP B,8/23/2019,9982,524756,20098569,,52.6,2013,0.9,501,,110.3,0.099,0.411493391,9190,1.5
42-317421010000,CYPERT 57-51 UNIT 2 163,ENDEAVOR,MARTIN,LOWER SPRABERRY,10/12/2019,9481,413776,15575013,,43.6,1643,0.9,198,558,364.3,0.061,0.192483027,8006.3,1.6
42-173381230000,ZANT 2321 2312AH,EXXON,GLASSCOCK,WOLFCAMP A,12/27/2019,7714,395132,12438658,,51.2,1612,0.8,604,757,357.6,0.059,0.13660745,8518.1,1.6
42-173381210000,ZANT 2321 2321SH,EXXON,GLASSCOCK,LOWER SPRABERRY,1/17/2020,7735,342813,10882225,,44.3,1407,0.8,567,2172,462.2,0.052,0.285307593,8135.8,1.6
42-461411390000,PEMBROOK UNIT 1207H,PIONEER,UPTON,JO MILL,12/16/2019,7150,273496,13886327,,38.3,1942,1.2,360,1143,347.7,0.063,0.457281898,7944.6,1.4
42-461411900000,TORPEDO 1048 C 10HM,APACHE,UPTON,WOLFCAMP B,3/19/2020,8842,464311,15333974,,52.5,1734,0.8,241,655,239.5,0.061,0.192425728,8854.2,1.4
42-461411930000,REESE 15E-10-F 4311H,PIONEER,UPTON,WOLFCAMP B,12/19/2019,9838,591677,20742449,,60.1,2108,0.8,763,1637,202.1,0.079,0.163534084,9678.6,1.4
42-227401750000,SFH UNIT B 23-26 5AH,SURGE OPERATING,HOWARD,WOLFCAMP A,11/21/2019,6721,259030,14336155,,38.5,2133,1.3,230,960,262.4,0.086,0.18673948,7853.1,1.6
42-329434500000,RIO PECOS 27-18SL UNIT 2 272,ENDEAVOR,MIDLAND,WOLFCAMP A,11/28/2019,7702,343023,12225760,,44.5,1587,0.9,196,567,276.5,0.064,0.133792289,9428.5,1.5
42-383406940000,RINGO 8-9-D 4307H,PIONEER,REAGAN,WOLFCAMP B,3/7/2020,10011,468059,18957813,,46.8,1894,1,263,1535,274.2,0.08,0.299652963,8773.8,1.5
42-317424080000,ZEUS 7-6 UNIT 1 133,ENDEAVOR,MARTIN,LOWER SPRABERRY,1/30/2020,10345,453495,16554616,,43.8,1600,0.9,453,595,424,0.059,0.165786381,8033.7,1.7
42-317424000000,HNE 249T 8HE,OVINTIV,MARTIN,LOWER SPRABERRY,11/6/2019,8212,420365,15360328,,51.2,1870,0.9,714,1306,392.2,0.072,0.193301672,9201.4,1.7
42-329435310000,PERSEPHONE 42/31 A 0131LS,CHEVRON,MIDLAND,LOWER SPRABERRY,6/15/2020,8793,0,0,,,,,,,337.6,0.039,0.142293871,9039.6,1.5
42-003481430000,UL 1125 W13 16MB,DIAMONDBACK,ANDREWS,MIDDLE SPRABERRY,12/30/2020,9780,294152,17962089,,30.1,1837,1.5,,,229.8,0.068,0.108242535,8890.9,1.6
42-329435520000,PERSEPHONE 42/31 G 0144LS,CHEVRON,MIDLAND,JO MILL,6/30/2020,10622,0,401470,,,,,,,407.7,0.035,0.411922828,8728.5,1.5
42-173381990000,KOONCE SOUTH 46-3 UNIT 1 142,ENDEAVOR,GLASSCOCK,LOWER SPRABERRY,4/21/2020,10315,452381,16587427,,43.9,1608,0.9,500,1420,486.2,0.066,0.243862445,8083.8,1.6
42-317425790000,SIXTEEN PENNY NAIL 310C 11JM,CROWNQUEST,MARTIN,JO MILL,9/5/2020,7612,316953,15635583,,41.6,2054,1.2,,,358.1,0.105,0.5155115,8504.5,1.7
42-173382310000,TOM-CORSON E41I 9H,PIONEER,GLASSCOCK,WOLFCAMP A,8/15/2020,10771,542631,17602131,,50.4,1634,0.8,,,314.1,0.074,0.165919466,8502,1.6
42-461413360000,SHAQ L 38-14 4312H,PIONEER,UPTON,WOLFCAMP B,3/28/2020,9798,672257,29287569,,68.6,2989,1,409,589,268.4,0.08,0.293095199,8716.9,1.4
42-317425750000,BLAGRAVE O 31-43 2815H,PIONEER,MARTIN,LOWER SPRABERRY,5/12/2020,14877,705220,30083592,,47.4,2022,1,,,435.4,0.056,0.164778419,8213.6,1.7
42-317426370000,MARIENFELD 13-24-B 2704H,PIONEER,MARTIN,LOWER SPRABERRY,6/11/2020,9715,444728,18424735,,45.8,1897,1,,,374.3,0.061,0.324364397,8047.8,1.7
42-317426430000,HAZELWOOD-GRAHAM 48A 1H,PIONEER,MARTIN,WOLFCAMP A,2/28/2020,7148,272015,12769597,,38.1,1786,1.1,,,217.8,0.065,0.250612306,9207.5,1.7
